index,type,name,count,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100,L101,L102,L103,L104,L105,L106,L107,L108,L109,L110,L111,L112,L113,L114,L115,L116,L117,L118,L119,L120,L121,L122,L123,L124,L125,L126,L127,L128,L129,L130,L131,L132,L133,L134,L135,L136,L137,L138,L139,L140,L141,L142,L143,L144,L145,L146,L147,L148,L149,L150,L151,L152,L153,L154,L155,L156,L157,L158,L159,L160,L161,L162,L163,L164,L165,L166,L167,L168,L169,L170,L171,L172,L173,L174,L175,L176,L177,L178,L179,L180,L181,L182,L183,L184,L185,L186,L187,L188,L189,L190,L191,L192,L193,L194,L195,L196,L197,L198,L199,L200,split
391,jump_jacks,stu3_26.mp4,62.0,217.0,246.0,246.0,269.0,269.0,296.0,296.0,322.0,322.0,347.0,347.0,373.0,373.0,398.0,398.0,423.0,423.0,447.0,447.0,471.0,471.0,495.0,495.0,519.0,519.0,544.0,544.0,567.0,567.0,594.0,594.0,617.0,618.0,642.0,642.0,667.0,667.0,692.0,692.0,717.0,717.0,743.0,744.0,768.0,768.0,793.0,793.0,819.0,819.0,844.0,844.0,870.0,870.0,895.0,895.0,921.0,921.0,948.0,948.0,973.0,973.0,998.0,999.0,1023.0,1023.0,1049.0,1049.0,1074.0,1074.0,1100.0,1100.0,1124.0,1124.0,1150.0,1150.0,1175.0,1175.0,1200.0,1200.0,1226.0,1226.0,1251.0,1251.0,1275.0,1275.0,1301.0,1301.0,1326.0,1326.0,1351.0,1351.0,1377.0,1377.0,1403.0,1403.0,1429.0,1429.0,1456.0,1456.0,1481.0,1481.0,1507.0,1507.0,1534.0,1534.0,1559.0,1559.0,1584.0,1584.0,1612.0,1612.0,1638.0,1638.0,1663.0,1663.0,1689.0,1689.0,1714.0,1714.0,1739.0,1739.0,1764.0,1764.0,1789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
392,bench_pressing,stu9_6.mp4,5.0,75.0,112.0,112.0,154.0,154.0,199.0,199.0,242.0,242.0,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
393,squat,stu8_67.mp4,3.0,20.0,120.0,120.0,217.0,217.0,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
394,squat,val1258.mp4,3.0,5.0,90.0,90.0,204.0,204.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
395,jump_jacks,stu2_29.mp4,28.0,1.0,40.0,136.0,174.0,174.0,201.0,201.0,230.0,230.0,256.0,256.0,284.0,284.0,312.0,312.0,339.0,339.0,366.0,366.0,389.0,389.0,418.0,418.0,446.0,446.0,472.0,472.0,499.0,499.0,524.0,524.0,551.0,551.0,575.0,575.0,603.0,603.0,631.0,631.0,655.0,655.0,682.0,682.0,708.0,708.0,736.0,736.0,762.0,762.0,787.0,787.0,813.0,813.0,841.0,841.0,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
396,pull_up,stu2_41.mp4,26.0,155.0,202.0,202.0,239.0,239.0,281.0,281.0,319.0,319.0,363.0,364.0,410.0,411.0,456.0,456.0,497.0,497.0,547.0,547.0,591.0,591.0,630.0,631.0,682.0,682.0,720.0,720.0,772.0,772.0,819.0,820.0,863.0,863.0,919.0,920.0,965.0,967.0,1012.0,1012.0,1071.0,1072.0,1188.0,1188.0,1303.0,1303.0,1422.0,1422.0,1547.0,1547.0,1746.0,1988.0,2075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
397,push_up,stu6_43.mp4,19.0,27.0,57.0,57.0,86.0,86.0,117.0,118.0,148.0,149.0,177.0,179.0,212.0,212.0,244.0,245.0,278.0,278.0,304.0,304.0,342.0,343.0,379.0,379.0,410.0,411.0,444.0,445.0,474.0,474.0,512.0,512.0,541.0,542.0,576.0,577.0,616.0,616.0,651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
398,pull_up,stu7_41.mp4,4.0,31.0,152.0,152.0,215.0,215.0,299.0,299.0,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
399,bench_pressing,stu9_4.mp4,8.0,169.0,259.0,259.0,402.0,402.0,537.0,537.0,673.0,907.0,1070.0,1070.0,1204.0,1310.0,1445.0,1445.0,1571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
400,front_raise,stu9_23.mp4,5.0,34.0,163.0,195.0,330.0,331.0,446.0,446.0,553.0,566.0,669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
401,bench_pressing,test118.mp4,6.0,0.0,41.0,41.0,89.0,90.0,174.0,174.0,233.0,233.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
402,sit_up,stu10_57.mp4,31.0,0.0,41.0,41.0,82.0,82.0,127.0,127.0,171.0,171.0,217.0,217.0,264.0,264.0,306.0,306.0,354.0,354.0,402.0,402.0,449.0,449.0,496.0,496.0,543.0,543.0,590.0,590.0,638.0,638.0,684.0,684.0,730.0,730.0,780.0,780.0,825.0,825.0,872.0,872.0,921.0,921.0,971.0,972.0,1019.0,1019.0,1067.0,1067.0,1115.0,1115.0,1164.0,1164.0,1213.0,1213.0,1259.0,1259.0,1310.0,1310.0,1356.0,1356.0,1407.0,1407.0,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
403,pull_up,stu2_44.mp4,10.0,81.0,118.0,119.0,151.0,151.0,179.0,179.0,207.0,212.0,286.0,528.0,558.0,558.0,592.0,592.0,633.0,647.0,725.0,824.0,870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
404,push_up,stu10_45.mp4,14.0,4.0,111.0,111.0,215.0,215.0,323.0,323.0,444.0,444.0,526.0,526.0,606.0,606.0,694.0,695.0,784.0,785.0,862.0,862.0,949.0,949.0,1055.0,1055.0,1161.0,1161.0,1249.0,1249.0,1352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
405,pull_up,train2464.mp4,4.0,2.0,50.0,50.0,123.0,123.0,191.0,191.0,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
406,front_raise,stu10_20.mp4,8.0,28.0,212.0,212.0,327.0,327.0,458.0,458.0,558.0,558.0,647.0,647.0,737.0,737.0,828.0,828.0,913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
407,bench_pressing,test125.mp4,3.0,11.0,42.0,42.0,67.0,67.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
408,front_raise,stu10_14.mp4,14.0,49.0,135.0,135.0,212.0,212.0,289.0,290.0,363.0,364.0,432.0,432.0,498.0,498.0,564.0,564.0,647.0,647.0,723.0,723.0,805.0,805.0,900.0,900.0,981.0,981.0,1071.0,1071.0,1154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
409,bench_pressing,stu1_3.mp4,4.0,6.0,96.0,96.0,223.0,333.0,429.0,430.0,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
410,pull_up,train2523.mp4,4.0,0.0,54.0,54.0,128.0,128.0,192.0,192.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
411,squat,stu3_69.mp4,10.0,10.0,49.0,49.0,93.0,93.0,135.0,135.0,178.0,178.0,220.0,220.0,263.0,263.0,308.0,308.0,348.0,348.0,388.0,388.0,439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
412,sit_up,stu8_55.mp4,10.0,42.0,106.0,106.0,144.0,144.0,197.0,197.0,245.0,245.0,295.0,295.0,354.0,354.0,398.0,398.0,450.0,450.0,501.0,501.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
413,push_up,stu4_43.mp4,10.0,28.0,97.0,97.0,173.0,174.0,249.0,250.0,349.0,350.0,438.0,439.0,522.0,522.0,605.0,606.0,682.0,771.0,842.0,843.0,914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
414,squat,test2318.mp4,4.0,9.0,59.0,59.0,127.0,127.0,193.0,193.0,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
415,push_up,stu3_45.mp4,25.0,8.0,78.0,78.0,161.0,161.0,240.0,241.0,323.0,323.0,403.0,403.0,487.0,487.0,567.0,567.0,639.0,639.0,720.0,720.0,804.0,804.0,889.0,889.0,968.0,968.0,1040.0,1040.0,1105.0,1105.0,1167.0,1167.0,1230.0,1230.0,1295.0,1295.0,1354.0,1354.0,1411.0,1411.0,1469.0,1469.0,1533.0,1533.0,1590.0,1590.0,1652.0,1652.0,1717.0,1717.0,1778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
416,squat,stu3_70.mp4,12.0,33.0,123.0,123.0,214.0,214.0,237.0,237.0,262.0,262.0,287.0,287.0,311.0,311.0,335.0,335.0,356.0,356.0,386.0,386.0,411.0,411.0,436.0,436.0,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
417,jump_jacks,stu10_30.mp4,4.0,61.0,95.0,95.0,127.0,127.0,158.0,158.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
418,sit_up,stu9_60.mp4,4.0,816.0,897.0,897.0,966.0,966.0,1045.0,1045.0,1113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
419,pull_up,train2484.mp4,7.0,0.0,36.0,36.0,77.0,77.0,120.0,120.0,163.0,163.0,210.0,210.0,250.0,250.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
420,bench_pressing,stu7_7.mp4,4.0,210.0,293.0,293.0,349.0,376.0,459.0,460.0,534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
421,squat,stu3_60.mp4,4.0,8.0,65.0,65.0,111.0,111.0,150.0,150.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
422,jump_jacks,test990.mp4,5.0,3.0,60.0,61.0,117.0,117.0,171.0,172.0,225.0,226.0,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
423,bench_pressing,stu2_10.mp4,6.0,104.0,163.0,163.0,215.0,215.0,275.0,275.0,337.0,337.0,414.0,414.0,538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
424,sit_up,stu1_53.mp4,9.0,136.0,169.0,169.0,196.0,196.0,218.0,218.0,242.0,242.0,264.0,264.0,286.0,286.0,312.0,312.0,335.0,335.0,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
425,squat,stu6_60.mp4,35.0,115.0,159.0,159.0,203.0,203.0,246.0,247.0,284.0,284.0,329.0,330.0,374.0,374.0,420.0,421.0,463.0,464.0,502.0,504.0,549.0,549.0,593.0,593.0,636.0,636.0,684.0,684.0,731.0,732.0,772.0,773.0,815.0,817.0,863.0,865.0,910.0,910.0,956.0,957.0,1002.0,1003.0,1042.0,1043.0,1091.0,1091.0,1137.0,1138.0,1182.0,1182.0,1226.0,1226.0,1276.0,1276.0,1319.0,1319.0,1364.0,1365.0,1402.0,1403.0,1445.0,1446.0,1491.0,1491.0,1536.0,1537.0,1579.0,1579.0,1625.0,1625.0,1679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
426,squat,stu5_63.mp4,21.0,20.0,61.0,61.0,106.0,106.0,148.0,148.0,194.0,194.0,233.0,233.0,282.0,282.0,321.0,321.0,368.0,368.0,412.0,412.0,457.0,457.0,500.0,500.0,544.0,544.0,586.0,586.0,629.0,629.0,673.0,673.0,718.0,718.0,765.0,765.0,807.0,807.0,852.0,852.0,897.0,897.0,942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
427,sit_up,stu6_50.mp4,9.0,468.0,590.0,590.0,677.0,677.0,776.0,777.0,868.0,868.0,964.0,964.0,1064.0,1065.0,1160.0,1160.0,1249.0,1249.0,1353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
428,squat,stu3_68.mp4,17.0,264.0,337.0,337.0,397.0,397.0,465.0,465.0,533.0,533.0,602.0,602.0,660.0,660.0,752.0,752.0,813.0,813.0,884.0,884.0,946.0,947.0,1022.0,1022.0,1088.0,1088.0,1161.0,1161.0,1230.0,1230.0,1303.0,1303.0,1369.0,1369.0,1438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
429,push_up,stu4_44.mp4,9.0,210.0,271.0,272.0,330.0,406.0,463.0,466.0,524.0,532.0,591.0,601.0,661.0,663.0,720.0,722.0,781.0,782.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
430,pull_up,stu3_33.mp4,10.0,255.0,350.0,350.0,386.0,386.0,420.0,420.0,454.0,454.0,488.0,488.0,518.0,518.0,552.0,552.0,585.0,586.0,618.0,618.0,653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
431,push_up,stu4_48.mp4,8.0,95.0,160.0,164.0,249.0,257.0,316.0,331.0,389.0,440.0,490.0,501.0,548.0,607.0,669.0,677.0,732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
432,front_raise,train1022.mp4,3.0,52.0,125.0,125.0,197.0,197.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
433,push_up,stu10_52.mp4,37.0,48.0,99.0,99.0,139.0,139.0,176.0,176.0,211.0,211.0,246.0,246.0,281.0,281.0,318.0,318.0,354.0,354.0,391.0,392.0,431.0,431.0,472.0,473.0,514.0,514.0,559.0,559.0,605.0,605.0,652.0,652.0,697.0,697.0,744.0,744.0,796.0,797.0,847.0,847.0,903.0,920.0,967.0,967.0,1003.0,1003.0,1039.0,1039.0,1082.0,1082.0,1127.0,1127.0,1172.0,1173.0,1215.0,1215.0,1262.0,1262.0,1310.0,1310.0,1362.0,1381.0,1425.0,1425.0,1459.0,1459.0,1493.0,1493.0,1527.0,1527.0,1566.0,1566.0,1608.0,1609.0,1647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
434,jump_jacks,stu10_27.mp4,18.0,8.0,48.0,48.0,78.0,78.0,107.0,107.0,136.0,136.0,166.0,166.0,196.0,196.0,224.0,224.0,254.0,255.0,283.0,283.0,312.0,312.0,343.0,343.0,372.0,372.0,401.0,401.0,432.0,432.0,461.0,461.0,493.0,493.0,522.0,522.0,553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
